area_type,location,size,total_sqft,bath,balcony,age,price
Super built-up  Area,Talaghattapura,3,1804 - 2273,3,0,6.397770389,120
Plot  Area,New Thippasandra,4,817,2,1,6.397770389,120
Built-up  Area,Ulsoor,2,1275,2,,6.397770389,120
Plot  Area,R.T. Nagar,2,1200,2,1,6.398037242,120
Super built-up  Area,Akshaya Nagar,3,1476,3,1,6.398037242,120
Built-up  Area,NRI Layout,2,1300,2,0,6.398037242,120
Super built-up  Area,Agara Village,3,1925,3,2,6.39862599,120
Plot  Area,Chikkasandra,9,1200,9,3,6.39862599,120
Super built-up  Area,Nagavara,4,2172.65,3,3,6.39862599,120
Plot  Area,Hongasandra,8,990,12,0,6.39900372,120
Built-up  Area,Sir M V Nagar,7,4400,9,,6.39900372,120
Built-up  Area,Green Glen Layout,3,1670,3,2,6.39900372,120
Plot  Area,HBR Layout,4,1200,4,0,6.399625014,120
Super built-up  Area,Uttarahalli,6,3600,6,2,6.399625014,120
Super built-up  Area,Ambedkar Nagar,3,1862,3,2,6.399625014,120
Plot  Area,Vajarahalli,4,800,4,0,6.400970783,120
Plot  Area,Hosakerehalli,4,800,4,2,6.400970783,120
Built-up  Area,Hennur Gardens,3,1945,3,3,6.400970783,120
Plot  Area,Doddaballapur,3,3000,2,2,6.401203921,120
Plot  Area,Yelahanka,3,1550,3,1,6.401203921,120
Super built-up  Area,Singasandra,4,3366,4,,6.401203921,120
Super built-up  Area,Thubarahalli,3,1626,2,2,6.401391355,120
Plot  Area,Hoskote,4,1200,4,1,6.401391355,120
Carpet  Area,Sultan Palaya,3,1700,3,3,6.401391355,120
Super built-up  Area,Jakkur,3,1798,3,1,6.401757145,120
Plot  Area,TC Palaya,3,1500,2,1,6.401757145,120
Built-up  Area,7th Phase JP Nagar,3,1575,2,2,6.401757145,120
Super built-up  Area,Nehru Nagar,4,2363,5,2,6.401788641,120
Super built-up  Area,Benson Town,2,1480,2,,6.401788641,120
Built-up  Area,Singasandra,4,3126,4,,6.401788641,120
Plot  Area,Marsur,3,1200,3,1,6.402133413,120
Super built-up  Area,Lingadheeranahalli,3,1682,3,1,6.402133413,120
Super built-up  Area,Ambalipura,3,1730,3,1,6.402133413,120
Built-up  Area,Vayunandana Layout,5,2400,5,2,6.402339097,120
Super built-up  Area,7th Phase JP Nagar,3,1680,3,2,6.402339097,120
Plot  Area,Seegehalli,5,1200,5,3,6.402339097,120
Super built-up  Area,Harlur,4,1884,4,2,6.402507331,120
Plot  Area,Handenahalli,4,4750,2,1,6.402507331,120
Built-up  Area,Yelahanka,3,1653,3,2,6.402507331,120
Built-up  Area,Indira Nagar,3,1407,3,1,6.402864377,120
Plot  Area,Sarjapur  Road,4,1,4,,6.402864377,120
Super built-up  Area,Kanakpura Road,3,1591,3,1,6.402864377,120
Super built-up  Area,Banashankari Stage II,3,1500,2,1,6.403359196,120
Built-up  Area,Sarjapur  Road,3,1965,3,3,6.403359196,120
Plot  Area,Okalipura,5,1200,4,3,6.403359196,120
Super built-up  Area,Talaghattapura,3,1868,3,1,6.403472866,120
Built-up  Area,Vadarpalya,5,2500,5,2,6.403472866,120
Plot  Area,N R Layout,6,800,3,2,6.403472866,120
Super built-up  Area,Hebbal,3,1645,3,2,6.404151538,120
Super built-up  Area,Mysore Road,3,1560,3,2,6.404151538,120
Super built-up  Area,Mathikere,3,1590,3,0,6.404151538,120
Super built-up  Area,Ambedkar Nagar,3,1856,3,1,6.404356788,120
Super built-up  Area,Dasarahalli,3,2100,3,3,6.404356788,120
Built-up  Area,Kasavanhalli,3,2111,4,3,6.404356788,120
Super built-up  Area,Kogilu,3,1559,3,2,6.405674717,120
Super built-up  Area,Malleshwaram,2,1290,2,1,6.405674717,120
Plot  Area,Moodalapalya,6,840,8,0,6.405674717,120
Super built-up  Area,Hosahalli Extension,3,2000,3,2,6.4057927,120
Super built-up  Area,Ulsoor,2,1255,2,3,6.4057927,120
Super built-up  Area,Hennagara,6,1200,6,3,6.4057927,120
Plot  Area,Lakshmipura Vidyaanyapura,8,3500,6,2,6.406191691,120
Plot  Area,Adityanagar,5,875,5,3,6.406191691,120
Plot  Area,Sector 1 HSR Layout,2,600,2,1,6.406191691,120
Built-up  Area,4th T block Jayanagar,4,1550,4,1,6.406734259,120
Plot  Area,Abbigere,4,1200,3,2,6.406734259,120
Plot  Area,Vajarahalli,3,800,3,2,6.406734259,120
Super built-up  Area,RMV Extension Stage 2,3,1862,3,3,6.407946258,120
Super built-up  Area,Jeevan bima nagar,3,1740,3,3,6.407946258,120
Built-up  Area,Attibele,3,2400,3,3,6.407946258,120
Super built-up  Area,Seegehalli,3,1639,3,3,6.407963302,120
Super built-up  Area,Benson Town,2,1300,2,1,6.407963302,120
Super built-up  Area,Jakkur Plantation,3,1717,3,3,6.407963302,120
Built-up  Area,Bellandur,3,1785,3,2,6.408500651,120
Super built-up  Area,Whitefield,3,1655,3,3,6.408500651,120
Plot  Area,Gottigere,4,2500,3,2,6.408500651,120
Plot  Area,Ramamurthy Nagar,5,1350,5,1,6.410976784,120
Built-up  Area,Kanakapura,4,2130,4,0,6.410976784,120
Super built-up  Area,Harlur,3,1749,3,2,6.410976784,120
Super built-up  Area,6th Phase JP Nagar,2,1170,2,2,6.411061895,120
Plot  Area,Hoodi,4,1100,4,1,6.411061895,120
Super built-up  Area,Hennur Road,3,2002,3,2,6.411061895,120
Super built-up  Area,Basavangudi,3,1542.14,3,3,6.411172314,120
Super built-up  Area,Thanisandra,3,1595,3,2,6.411172314,120
Plot  Area,Ramamurthy Nagar,4,945,5,2,6.411172314,120
Super built-up  Area,Ambedkar Nagar,3,1850,4,2,6.411221781,120
Super built-up  Area,Thanisandra,3,1880,3,3,6.411221781,120
Super built-up  Area,7th Phase JP Nagar,3,1790,3,3,6.411221781,120
Built-up  Area,Vishwanatha Nagenahalli,3,2159,3,2,6.411801087,120
Plot  Area,Carmelaram,,2000,,,6.411801087,120
Super built-up  Area,Kanakpura Road,3,1700,3,3,6.411801087,120
Built-up  Area,Indira Nagar,3,1500,3,3,6.411857564,120
Super built-up  Area,Panathur,3,1713,3,1,6.411857564,120
Super built-up  Area,Whitefield,3,1704,3,1,6.411857564,120
Super built-up  Area,Domlur,3,1740,3,0,6.412007716,120
Super built-up  Area,Ambedkar Nagar,3,1950,4,2,6.412007716,120
Built-up  Area,Kaggadasapura,3,2500,5,1,6.412007716,120
Super built-up  Area,Hennur Road,3,2050,3,,6.412498391,120
Built-up  Area,Hennur,3,1640,3,2,6.412498391,120
Super built-up  Area,Sarjapur  Road,3,1691,3,3,6.412498391,120
Plot  Area,Jay an agar 4 T Block,4,750,4,2,6.412612335,120
Built-up  Area,Hormavu,3,1668,2,,6.412612335,120
Super built-up  Area,Haralur Road,3,1850,3,2,6.412612335,120
Built-up  Area,Banashankari Stage III,3,1000,2,1,6.413690325,120
Plot  Area,Electronics City Phase 1,6,1314,5,1,6.413690325,120
Super built-up  Area,Koramangala,3,1900,2,1,6.413690325,120
Built-up  Area,Kasavanhalli,3,2110,4,3,6.413978321,120
Plot  Area,Bharathnagar,2,1245,2,1,6.413978321,120
Super built-up  Area,HRBR Layout,3,1625,3,2,6.413978321,120
Built-up  Area,Cox Town,2,1280,2,1,6.414723236,120
Super built-up  Area,Kudlu Gate,3,1850,3,2,6.414723236,120
Super built-up  Area,Bannerghatta Road,4,2185,3,3,6.414723236,120
Super built-up  Area,Vishwanatha Nagenahalli,3,2159,3,2,6.415066656,120
Super built-up  Area,HRBR Layout,2,1301,2,1,6.415066656,120
Plot  Area,Anekal,3,1733.5,3,1,6.415066656,120
Super built-up  Area,Yeshwanthpur Industrial Suburb,2,1415,2,2,6.415791941,120
Super built-up  Area,Green Glen Layout,3,1750,3,2,6.415791941,120
Plot  Area,Yelahanka,5,2500,3,1,6.415791941,120
Super built-up  Area,Indira Nagar,2,1260,2,3,6.416791877,120
Super built-up  Area,Basavangudi,2,1200,2,3,6.416791877,120
Super built-up  Area,Guni Agrahara,3,1200,2,2,6.416791877,120
Super built-up  Area,Cooke Town,3,1700,3,3,6.417397428,120
Super built-up  Area,Thanisandra,3,1702,3,2,6.417397428,120
Built-up  Area,Dodda Nekkundi Extension,3,1864,3,2,6.417397428,120
Plot  Area,Byrathi Village,3,1600,4,1,6.417465138,120
Plot  Area,Chikka Tirupathi,4,2325,4,1,6.417465138,120
Super built-up  Area,Banagiri Nagar,3,1500,2,2,6.417465138,120
Super built-up  Area,Kothanur,3,1787,3,2,6.417495593,120
Super built-up  Area,Ambedkar Nagar,3,1950,4,2,6.417495593,120
Plot  Area,Chamundi Nagar,3,1750,3,2,6.417495593,120
Super built-up  Area,Lingadheeranahalli,3,1684,3,1,6.418471533,120
Super built-up  Area,Thanisandra,3,1930,4,2,6.418471533,120
Plot  Area,akshaya nagar t c palya,4,1200,4,0,6.418471533,120
Plot  Area,Sarjapur  Road,3,1600,3,1,6.418572453,120
Super built-up  Area,Green Glen Layout,3,1715,3,3,6.418572453,120
Plot  Area,Vidyaranyapura,4,1000,4,2,6.418572453,120
Plot  Area,Chikka Tirupathi,3,2153,4,3,6.41914278,120
Plot  Area,Kammagondahalli,3,1200,3,2,6.41914278,120
Built-up  Area,HBR Layout,2,1200,2,0,6.41914278,120
Super built-up  Area,Bannerghatta Road,3,1846,3,2,6.419298756,120
Built-up  Area,R.T. Nagar,4,1800,3,0,6.419298756,120
Plot  Area,Ramamurthy Nagar,4,886,4,2,6.419298756,120
Plot  Area,Agrahara Dasarahalli,3,1350,1,0,6.41984303,120
Super built-up  Area,Kothanur,3,1790,3,2,6.41984303,120
Super built-up  Area,Bhoganhalli,3,1703,3,2,6.41984303,120
Built-up  Area,Frazer Town,2,1420,2,0,6.420174477,120
Super built-up  Area,Vijayanagar,3,1826,3,2,6.420174477,121
Super built-up  Area,Dodda Nekkundi,3,1804,3,2,6.420174477,121
Carpet  Area,Bhoganhalli,4,1451.5,4,1,6.420380544,121
Super built-up  Area,Talaghattapura,3,1868,3,1,6.420380544,121
Super built-up  Area,Hebbal,3,1645,3,2,6.420380544,121
Plot  Area,Anjanapura,3,1500,3,1,6.420431489,121
Plot  Area,BTM 1st Stage,4,1100,5,2,6.420431489,121
Built-up  Area,Kanakapura,3,2200,3,1,6.420431489,121
Super built-up  Area,Old Madras Road,3,1859,3,2,6.421407032,121
Built-up  Area,Kudlu Gate,3,1919,3,2,6.421407032,121
Super built-up  Area,Ambedkar Nagar,3,1920,4,2,6.421407032,121
Super built-up  Area,Ambedkar Nagar,3,1850,4,2,6.421532075,121
Super built-up  Area,Hennur,3,1830,3,3,6.421532075,121
Super built-up  Area,KR Puram,4,2204 - 2362,,,6.421532075,121
Super built-up  Area,Binny Pete,3,1755,3,1,6.421544513,122
Super built-up  Area,Banagiri Nagar,3,1525,2,3,6.421544513,122
Super built-up  Area,Thanisandra,3,1917,3,3,6.421544513,122
Super built-up  Area,Bannerghatta Road,3,1650,3,,6.422957743,122
Super built-up  Area,Binny Pete,2,1365,2,1,6.422957743,122
Super built-up  Area,Whitefield,3,1778,3,2,6.422957743,122
Plot  Area,BTM Layout,4,600,4,2,6.423029679,122
Super built-up  Area,Sarjapur  Road,3,1755,3,2,6.423029679,122
Super built-up  Area,Kanakpura Road,3,1591,3,1,6.423029679,122
Built-up  Area,Thanisandra,3,2072,3,2,6.42330404,122
Super built-up  Area,Thanisandra,3,1935,4,2,6.42330404,122
Super built-up  Area,7th Phase JP Nagar,3,1680,3,2,6.42330404,122
Plot  Area,Doddakannelli,6,1200,9,3,6.425341426,122
Super built-up  Area,Hegde Nagar,3,1930,4,2,6.425341426,122
Super built-up  Area,Ambedkar Nagar,3,1852,4,2,6.425341426,122
Super built-up  Area,Thanisandra,3,1930,4,2,6.425892565,122
Super built-up  Area,Bannerghatta Road,3,1920,3,3,6.425892565,122
Super built-up  Area,Talaghattapura,3,1804 - 2273,3,0,6.425892565,122
Super built-up  Area,Begur Road,4,2400 - 2600,6,0,6.4259128,122.5
Super built-up  Area,Hebbal,3,1760,2,2,6.4259128,123
Super built-up  Area,Thanisandra,3,1847,3,2,6.4259128,123
Super built-up  Area,Hebbal,2,1420,2,1,6.425960932,123
Super built-up  Area,Marathahalli,3,1900,3,3,6.425960932,123
Super built-up  Area,Hennur Road,3,1975,3,3,6.425960932,123
Built-up  Area,Challaghatta,3,1639,3,3,6.426441855,123
Super built-up  Area,Hosa Road,3,1512,3,1,6.426441855,123
Super built-up  Area,Hebbal,3,1760,3,2,6.426441855,123
Super built-up  Area,Kasavanhalli,3,1787,3,2,6.427781229,123
Super built-up  Area,JP Nagar,3,1750,3,1,6.427781229,123
Super built-up  Area,Jakkur,3,1858,3,1,6.427781229,123
Super built-up  Area,Thanisandra,3,1996,4,1,6.42853384,123
Super built-up  Area,Hegde Nagar,3,1847,3,2,6.42853384,123
Super built-up  Area,Rajaji Nagar,2,1357,2,1,6.42853384,123
Built-up  Area,Kumaraswami Layout,7,2040,4,3,6.43064836,123
Super built-up  Area,Jakkur,3,1865,3,1,6.43064836,124
Plot  Area,IVC Road,,2000 - 5634,,,6.43064836,124
Super built-up  Area,Harlur,3,1754,3,2,6.430938404,124
Super built-up  Area,Hebbal,3,1700,3,2,6.430938404,124
Super built-up  Area,Begur Road,4,2462,4,3,6.430938404,124
Super built-up  Area,Kundalahalli,3,1724,3,2,6.430984273,124
Super built-up  Area,Basavangudi,2,1180,2,3,6.430984273,124
Super built-up  Area,Rajaji Nagar,3,1621,3,1,6.430984273,124
Super built-up  Area,Rajaji Nagar,2,1376,2,1,6.431119287,124
Super built-up  Area,Bannerghatta,3,1776,3,2,6.431119287,124
Built-up  Area,Kasturi Nagar,3,1925,3,,6.431119287,125
Super built-up  Area,Kundalahalli,3,1724,3,2,6.432299767,125
Super built-up  Area,Sarjapur  Road,3,1787,3,2,6.432299767,125
Super built-up  Area,Banashankari3rd stage bigbazar,3,1762,3,1,6.432299767,125
Plot  Area,Bannerghatta Road,4,1200,2,0,6.433224496,125
Super built-up  Area,Electronic City,3,1599,3,2,6.433224496,125
Super built-up  Area,Sarjapur  Road,3,2100,3,2,6.433224496,125
Built-up  Area,Jakkur,3,1590,2,2,6.433339399,125
Plot  Area,Raja Rajeshwari Nagar,6,1200,4,2,6.433339399,125
Super built-up  Area,Green Glen Layout,3,1575,3,2,6.433339399,125
Super built-up  Area,Whitefield,3,2225,2,1,6.433839889,125
Plot  Area,Dwarka Nagar,8,2400,6,3,6.433839889,125
Built-up  Area,Hessarghatta,5,1600,4,0,6.433839889,125
Super built-up  Area,Mango Garden Layout,3,1824,3,3,6.434539658,125
Super built-up  Area,1st Block Jayanagar,6,1200,6,2,6.434539658,125
Super built-up  Area,Kathriguppe,3,1650,3,2,6.434539658,125
Super built-up  Area,Kalena Agrahara,3,1765,3,1,6.435396063,125
Super built-up  Area,Jalahalli,2,1694,2,2,6.435396063,125
Super built-up  Area,Rajiv Nagar,3,1690,3,1,6.435396063,125
Super built-up  Area,Gubbalala,3,1745,3,2,6.435739431,125
Plot  Area,Bommenahalli,3,1200,3,1,6.435739431,125
Built-up  Area,Kattigenahalli,7,2800,7,2,6.435739431,125
Plot  Area,Hebbal Kempapura,2,1200,2,1,6.436740579,125
Plot  Area,Whitefield,4,1204,4,1,6.436740579,125
Super built-up  Area,Haralur Road,3,2017,3,2,6.436740579,125
Super built-up  Area,Harlur,3,1754,3,2,6.436974867,125
Plot  Area,Manjunatha Layout,2,1200,2,2,6.436974867,125
Super built-up  Area,Kanakpura Road,3,1592,3,,6.436974867,125
Built-up  Area,Kodichikkanahalli,5,2700,7,2,6.437157062,125
Built-up  Area,Hosur Road,3,1590,2,2,6.437157062,125
Super built-up  Area,Jalahalli,2,1478,2,2,6.437157062,125
Super built-up  Area,Ulsoor,3,1500,2,2,6.437928611,125
Super built-up  Area,Arekere,3,1445,2,2,6.437928611,125
Super built-up  Area,Ambedkar Nagar,3,2150,4,2,6.437928611,125
Plot  Area,Laggere,5,2800,5,2,6.438586774,125
Super built-up  Area,Hosa Road,3,1665,2,3,6.438586774,125
Plot  Area,Kanaka Nagar,2,1200,2,1,6.438586774,125
Super built-up  Area,Ferrar Nagar,4,2145,4,,6.439202554,125
Plot  Area,Konanakunte,4,1200,4,0,6.439202554,125
Super built-up  Area,Kasturi Nagar,4,1896,3,1,6.439202554,125
Super built-up  Area,Hegde Nagar,3,1965,4,2,6.44025247,125
Super built-up  Area,Banashankari,3,1700,3,2,6.44025247,125
Built-up  Area,Sampangi Rama Nagar,2,1200,2,1,6.44025247,125
Super built-up  Area,Koramangala,3,1594,3,,6.440641902,125
Super built-up  Area,EPIP Zone,3,1734,3,3,6.440641902,125
Built-up  Area,Thanisandra,3,1678,3,2,6.440641902,125
Built-up  Area,Banagiri Nagar,6,675,6,2,6.440796383,125
Built-up  Area,Thanisandra,3,1690,3,2,6.440796383,125
Super built-up  Area,1Channasandra,14,1250,15,0,6.440796383,125
Super built-up  Area,Haralur Road,3,1520,2,2,6.440954153,125
Super built-up  Area,Whitefield,4,2155,3,3,6.440954153,125
Built-up  Area,Defence Colony,2,1150,2,2,6.440954153,125
Super built-up  Area,Hennur Road,3,1832,3,1,6.441788609,125
Plot  Area,Laggere,1,1200,1,1,6.441788609,125
Super built-up  Area,Haralur Road,3,2017,2,2,6.441788609,125
Plot  Area,Bommanahalli,5,1200,7,2,6.442123908,125
Super built-up  Area,Yelahanka,3,2145,3,3,6.442123908,125
Super built-up  Area,Whitefield,3,1862,3,2,6.442123908,125
Super built-up  Area,Old Madras Road,4,2010,3,2,6.442184278,125
Super built-up  Area,Sahakara Nagar,3,1500,3,2,6.442184278,125
Built-up  Area,R.T. Nagar,3,1560,3,3,6.442184278,125
Super built-up  Area,7th Phase JP Nagar,3,1680,3,2,6.442420803,125
Built-up  Area,HBR Layout,3,1783,3,2,6.442420803,125
Built-up  Area,Sarjapur,4,2100,3,1,6.442420803,125
Super built-up  Area,Bannerghatta Road,3,1476,3,1,6.443632205,125
Plot  Area,Kanakapura,3,1500,3,3,6.443632205,125
Plot  Area,Banashankari Stage II,4,1050,3,2,6.443632205,125
Super built-up  Area,Ganga Nagar,3,1480,2,2,6.443855517,125
Plot  Area,Uttarahalli,6,1680,6,1,6.443855517,125
Super built-up  Area,Anand nagar,3,2010,3,3,6.443855517,125
Built-up  Area,Kodichikkanahalli,5,2500,7,0,6.444044968,125
Built-up  Area,Kumaraswami Layout,7,2400,7,1,6.444044968,125
Super built-up  Area,Sultan Palaya,3,1713,3,3,6.444044968,125
Super built-up  Area,Kanakpura Road,3,1900,3,3,6.444268505,125
Super built-up  Area,Hegde Nagar,3,1703,3,2,6.444268505,125
Plot  Area,2nd Stage Nagarbhavi,4,600,4,2,6.444268505,125
Built-up  Area,Hennur,5,2500,5,2,6.444283309,125
Super built-up  Area,Dodda Nekkundi,3,1829,3,2,6.444283309,125
Plot  Area,6th Phase JP Nagar,4,600,4,3,6.444283309,125
Built-up  Area,Marathahalli,3,1693,3,2,6.444728491,125
Super built-up  Area,Marathahalli,3,1693,3,1,6.444728491,125
Super built-up  Area,Marathahalli,3,2122,3,2,6.444728491,125
Plot  Area,Kanakpura Road,1,2Acres,1,0,6.445742898,125
Super built-up  Area,Hanumantha Nagar,2,2400,2,3,6.445742898,125
Plot  Area,Hebbal Kempapura,3,1200,3,,6.445742898,125
Plot  Area,Kenchenahalli,4,1200,3,2,6.445807262,125
Super built-up  Area,Kadugodi,3,1890,4,3,6.445807262,125
Super built-up  Area,Green Glen Layout,3,1728,3,2,6.445807262,125
Super built-up  Area,7th Phase JP Nagar,3,1680,3,3,6.445851907,125
Plot  Area,Vijayanagar,5,2400,6,3,6.445851907,125
Super built-up  Area,Kundalahalli,3,1724,3,1,6.445851907,125
Plot  Area,Kanakpura Road,1,1.26Acres,1,0,6.446181952,125
Super built-up  Area,Hegde Nagar,3,1847,3,2,6.446181952,125
Built-up  Area,Koramangala,2,1370,2,2,6.446181952,125
Built-up  Area,Akshaya Nagar,3,2650,3,2,6.446352759,125
Built-up  Area,Thanisandra,3,1800,4,1,6.446352759,125
Plot  Area,Jnanabharathi Layout,4,860,4,2,6.446352759,125
Super built-up  Area,Keshava Nagar,2,1517,2,2,6.446437668,125
Super built-up  Area,Sarjapur  Road,3,1693,3,2,6.446437668,125
Super built-up  Area,Sarjapur  Road,3,1826,3,2,6.446437668,125
Super built-up  Area,Whitefield,3,1836,3,2,6.446537103,125
Built-up  Area,R.T. Nagar,2,1100,3,0,6.446537103,125
Super built-up  Area,Kanakpura Road,3,1592,3,,6.446537103,125
Super built-up  Area,Nagavara,4,2496,4,2,6.447052039,125
Super built-up  Area,HAL 2nd Stage,3,1600,3,1,6.447052039,125
Built-up  Area,Domlur,3,1695,3,2,6.447052039,125
Built-up  Area,Kumaraswami Layout,3,2400,2,1,6.447184831,125
Super built-up  Area,Sarjapur  Road,3,1580,3,3,6.447184831,125
Super built-up  Area,7th Phase JP Nagar,3,1680,3,2,6.447184831,125
Plot  Area,Kothnur Narayanapura,6,1200,6,,6.447874345,125
Plot  Area,Ramamurthy Nagar,4,1200,4,1,6.447874345,125
Built-up  Area,Jeevan bima nagar,2,984,2,2,6.447874345,125
Built-up  Area,Dasarahalli,3,1950,3,2,6.447963567,125
Super built-up  Area,Banagiri Nagar,3,1560,2,2,6.447963567,125
Built-up  Area,Vibuthipura,3,1603,2,0,6.447963567,125
Super built-up  Area,Kudlu,3,1700,3,3,6.448438039,125
Super built-up  Area,Kadugodi,3,1890,4,3,6.448438039,125
Built-up  Area,Banashankari,3,1800,3,2,6.448438039,125
Super built-up  Area,Yelahanka New Town,3,2437,3,2,6.448675361,125
Plot  Area,Basaveshwara Nagar,4,700,4,2,6.448675361,125
Super built-up  Area,Jalahalli,2,1478,2,2,6.448675361,125
Super built-up  Area,Bannerghatta Road,3,1711,3,2,6.448721281,125
Plot  Area,1st Block HRBR Layout,3,600,3,2,6.448721281,125
Super built-up  Area,Rajaji Nagar,3,1555,3,2,6.448721281,125
Super built-up  Area,Prithvi Layout,3,2100,3,3,6.44955474,125
Built-up  Area,Ramamurthy Nagar,3,2316,3,0,6.44955474,125
Super built-up  Area,Gubbalala,3,2000,3,3,6.44955474,125
Super built-up  Area,Ambedkar Nagar,3,1935,4,2,6.449623481,125
Super built-up  Area,Thanisandra,3,2030,4,1,6.449623481,125
Built-up  Area,Giri Nagar,1,600,1,1,6.449623481,125
Built-up  Area,Hulimavu,2,1050,2,2,6.44989432,125
Plot  Area,Thanisandra,8,3600,9,3,6.44989432,125
Super built-up  Area,Banashankari,3,1800,3,2,6.44989432,125
Super built-up  Area,Panathur,3,1586,3,1,6.451254749,125
Plot  Area,1st Block HRBR Layout,3,600,4,2,6.451254749,125
Super built-up  Area,Harlur,3,1752.12,3,2,6.451254749,125
Super built-up  Area,Whitefield,3,2280,4,2,6.451642067,125
Built-up  Area,Thanisandra,3,1698,3,2,6.451642067,125
Super built-up  Area,Bannerghatta Road,3,1885,3,1,6.451642067,125
Plot  Area,Kaikondrahalli,4,1200,4,2,6.4528811,125
Plot  Area,KR Puram,5,1200,5,1,6.4528811,125
Super built-up  Area,Yelahanka,3,1756,3,2,6.4528811,125
Built-up  Area,Kodichikkanahalli,5,2700,4,2,6.453073406,125
Built-up  Area,JP Nagar,3,1520,3,2,6.453073406,125
Plot  Area,Electronic City,4,1200,4,1,6.453073406,125
Plot  Area,NRI Layout,2,2400,2,1,6.453148327,125
Plot  Area,Thyagaraja Nagar,4,750,4,2,6.453148327,125
Super built-up  Area,Thanisandra,3,1965,4,2,6.453148327,125
Super built-up  Area,Ambedkar Nagar,3,1852,3,2,6.453832512,125
Super built-up  Area,Hoodi,3,1660,3,2,6.453832512,125
Built-up  Area,Thanisandra,3,1694,3,1,6.453832512,125
Super built-up  Area,Basavangudi,3,1650,3,3,6.453931678,125
Super built-up  Area,Kundalahalli,3,1724,3,1,6.453931678,125
Super built-up  Area,Green Glen Layout,3,1717,3,3,6.453931678,125
Super built-up  Area,Malleshwaram,2,1410,2,3,6.455212025,125
Super built-up  Area,Banashankari Stage II,2,1245,2,1,6.455212025,125
Plot  Area,Chikka Tirupathi,4,2665,5,3,6.455212025,125
Plot  Area,Akshaya Nagar,4,1200,4,2,6.455804507,125
Plot  Area,T Dasarahalli,6,1200,3,,6.455804507,125
Super built-up  Area,Whitefield,3,1730,3,2,6.455804507,125
Plot  Area,Margondanahalli,5,1375,5,1,6.455825141,125
Super built-up  Area,Yelahanka,4,2806 - 3019,6,0,6.455825141,125.5
Super built-up  Area,Defence Colony,2,1150,2,2,6.455825141,126
Super built-up  Area,Whitefield,3,2280,4,2,6.458334703,126
Super built-up  Area,Talaghattapura,3,2106,3,2,6.458334703,126
Super built-up  Area,Ambedkar Nagar,3,1936,4,2,6.458334703,126
Built-up  Area,Bhoganhalli,3,1700,3,2,6.458639941,126
Super built-up  Area,Talaghattapura,3,2106,3,2,6.458639941,126
Super built-up  Area,CV Raman Nagar,3,1825,3,2,6.458639941,126
Super built-up  Area,Haralur Road,3,1810,3,2,6.459257932,126
Super built-up  Area,Hosur Road,3,1590,2,2,6.459257932,126
Super built-up  Area,Tala Cauvery Layout,3,1720,2,2,6.459257932,126
Super built-up  Area,Kanakpura Road,3,1703,3,2,6.45972994,126
Built-up  Area,Marathahalli,3,1700,3,2,6.45972994,126
Built-up  Area,Sarjapur  Road,3,1680,3,2,6.45972994,126
Super built-up  Area,Somasundara Palya,3,1650,3,,6.459764363,126
Plot  Area,Bapuji Nagar,4,1125,3,2,6.459764363,126
Built-up  Area,Yelahanka,3,2195,4,2,6.459764363,127
Super built-up  Area,Kadugodi,3,1890,4,3,6.4605773,127
Super built-up  Area,Hebbal,3,1790,3,2,6.4605773,127
Super built-up  Area,Kundalahalli,3,1724,3,2,6.4605773,127
Super built-up  Area,Lingadheeranahalli,3,1687,3,3,6.461092939,127
Super built-up  Area,Kogilu,3,1559,3,2,6.461092939,127
Super built-up  Area,Bhoganhalli,3,1760,3,2,6.461092939,127
Super built-up  Area,Rajaji Nagar,2,1268,2,1,6.461260651,127
Super built-up  Area,Talaghattapura,3,1804,3,2,6.461260651,127
Plot  Area,Marathahalli,2,1200,2,2,6.461260651,128
Built-up  Area,Chikkalasandra,2,1800,1,1,6.461488895,128
Super built-up  Area,Whitefield,3,2321,4,1,6.461488895,128
Plot  Area,Kumaraswami Layout,5,1270,4,1,6.461488895,128
Plot  Area,Bommenahalli,4,1632,3,1,6.461995709,128
Plot  Area,Sarakki Nagar,3,1200,3,2,6.461995709,128
Plot  Area,Fraser town,6,806,3,1,6.461995709,128
Super built-up  Area,Whitefield,3,2173,3,2,6.462702033,128
Super built-up  Area,Bhoganhalli,3,1760,3,2,6.462702033,128
Super built-up  Area,Koramangala,2,1180,2,1,6.462702033,128
Super built-up  Area,Harlur,3,1756,3,2,6.462708246,128
Super built-up  Area,Hennur Road,3,2041,3,3,6.462708246,128
Super built-up  Area,Bellandur,3,1138,3,2,6.462708246,128
Plot  Area,poornaprajna layout,2,900,2,0,6.463362271,128
Super built-up  Area,Bellandur,3,1138,3,2,6.463362271,128
Super built-up  Area,Hoodi,3,1660,3,2,6.463362271,128
Super built-up  Area,Sarjapur  Road,3,1800,3,2,6.464476537,128
Super built-up  Area,Kundalahalli,3,1724,3,2,6.464476537,128
Super built-up  Area,Whitefield,3,1720,3,2,6.464476537,128
Super built-up  Area,Vijayanagar,3,1933,3,1,6.464507574,129
Super built-up  Area,Victoria Layout,2,1300,2,1,6.464507574,129
Super built-up  Area,Iblur Village,3,1918,3,2,6.464507574,129
Super built-up  Area,Rajiv Nagar,4,2340,5,1,6.465122998,129
Carpet  Area,Bhoganhalli,4,1548.3,4,1,6.465122998,129
